institution_name,inst_type_name,institution_city,state_abbv,active_ind,display_order
Washington University,University,Saint Louis,MO,Y,1808
Water Environment Federation,Other,Alexandria,VA,Y,1809
Wayland Baptist University,University,Plainview,TX,Y,1810
Wayne State Foundation,Foundation,Wayne,NE,Y,1811
Wayne State University,Alumni Association,Detroit,MI,Y,1812
Wayne State University Alumni Assocation ,Alumni Association,Detroit,MI,Y,1813
Wayne State University Alumni Association,Alumni Association,Detroit,MI,Y,1814
Waynesburg College,University,Waynesburg,PA,Y,1816
Waynesburg University,University,Waynesburg,PA,Y,1817
Weber State,Alumni Association,Ogden,VT,Y,1818
Weber State Alumni Association ,Alumni Association,Ogden,VT,Y,1820
Weber State University Alumni Association,Alumni Association,Ogden,UT,Y,1821
Webster University,"Alumni Association, University",Webster Groves,MO,Y,1822
Webster University,Alumni Association,Webster Groves,MO,Y,1823
Webster University Alumni Association,Alumni Association,St. Louis,MO,Y,1824
Wellesley College Alumnae Association,Alumni Association,Wellesley,MA,Y,1825
Wesley College,University,Dover,DE,Y,1826
Wesleyan College,University,Macon,GA,Y,1827
West Chester University Alumni Association,Alumni Association,West Chester,PA,Y,1829
West Chester University of PA,Other,West Chester,PA,Y,1830
West Liberty State College Alumni Association,Alumni Association,West Liberty,WV,Y,1831
West Point Association of Graduates,Alumni Association,West Point,NY,Y,1832
West Texas A&M University Alumni Association,Alumni Association,Canyon,TX,Y,1833
West Virginia State University,University,Institute,WV,Y,1834
West Virginia University Alumni Association,Alumni Association,Morgantown,WV,Y,1835
West Virginia Wesleyan College,University,Buckhannon,WV,Y,1836
Western Carolina University Alumni Association,Alumni Association,Cullowhee,NC,Y,1837
Western Connecticut State University,University,Danbury,CT,Y,1838
Western Illinois University Alumni Association,Alumni Association,Macomb,IL,Y,1839
Western Illinois University Foundation ,Alumni Association,Macomb,IL,Y,1840
Western Kentucky University Alumni Association,Alumni Association,Bowling Green,KY,Y,1841
Western Michigan Alumni Assocation,Alumni Association,Kalamazoo,MI,Y,1842
Western Michigan University ,Alumni Association,Kalamazoo,MI,Y,1843
Western Michigan University Alumni Association,Alumni Association,Kalamazoo,MI,Y,1844
Western New England College,University,Springfield,MA,Y,1845
Western New England College School of Law,University,Springfield,MA,Y,1846
Western Oregon University Development Foundation ,Foundation,Monmouth,OR,Y,1848
Western State College Alumni Association,Alumni Association,Gunnison,CO,Y,1849
Western State University Alumni Association,Alumni Association,Fullerton,CA,Y,1850
Western Washington University Alumni Association,Alumni Association,Bellingham,WA,Y,1851
Westfield State College ,Foundation,Westfield,MA,Y,1852
"Westfield State College Foundation, Inc. ",Foundation,Westfield,MA,Y,1854
Westminster College,University,Fulton,MO,Y,1855
Westminster College ,University,New Wilmington,PA,Y,1856
Westminster College New Wilmington,University,New Wilmington,PA,Y,1857
Wheeling Jesuit University,University,Wheeling,WV,Y,1858
Whittier College,University,Whittier,CA,Y,1859
Whos Who Among Students in American Universities and Colleges,Other,Tuscaloosa,AL,Y,1860
Who's Who Among Students in American Universities and Colleges,Other,Tuscaloosa,AL,Y,1861
"Wichita State University Alumni Association, Inc. ",Alumni Association,Wichita,KS,Y,1863
Widener University,University,Chester,PA,Y,1865
Widener University School of Law,University,Chester,DE,Y,1867
Wildlife Society,Other,Bethesda,MD,Y,1868
Wilkes University,University,Wilkes-Barre,PA,Y,1869
Willamette University,University,Salem,OR,Y,1870
William & Mary University,Alumni Association,Williamsburg,VA,Y,1871
William and Mary Alumni Association,Alumni Association,Williamsburg,VA,Y,1872
William Jewell College,University,Liberty,MO,Y,1873
William Jewell College,Alumni Association,Liberty ,MO,Y,1875
William Marsh Rice University,University,Houston,TX,Y,1876
William Paterson University Alumni Association,Alumni Association,Wayne ,NJ,Y,1878
Wilmington College,University,Wilmington,OH,Y,1879
Wilmington University Inc,University,New Castle,DE,Y,1880
"Wilmington University, Inc.",University,New Castle,DE,Y,1881
Wilson College,University,Chambersburg,PA,Y,1882
Wilson College,Alumni Association,Chambersburg,PA,Y,1883
Wingate University,University,Wingate,NC,Y,1884
Winona State University Alumni Association,Alumni Association,Winona,MN,Y,1885
Wisconsin Alumni Association,Alumni Association,Madison,WI,Y,1886
Wisconsin Alumni Association (UW-Madison),Alumni Association,Madison,WI,Y,1887
Wofford College,University,Spartanburg,SC,Y,1888
Worcester Polytechnic Institute Alumni Association,Alumni Association,Worcester,MA,Y,1889
Worcester Polytechnic Institute Alumni Association (WPI Alumni Assn),Alumni Association,Worcester,MA,Y,1890
Worcester Polytechnic Institute Alumni Association(WPI Alumni Assn),Alumni Association,Worcester,MA,Y,1891
Worcester State College,University,Worcester,MA,Y,1892
Wright State University Alumni Association,Alumni Association,Dayton,OH,Y,1893
Wright State University Alumni Association,Alumni Association,Fairborn,OH,Y,1894
Xi Psi Phi,Other,Alton,IL,Y,1895
Yale University ,University,New Haven,CT,Y,1897
"York College Alumni, Inc.",Alumni Association,Jamaica,NY,Y,1898
York College of Pennsylvania,University,York,PA,Y,1899
Youngstown State University,University,Youngstown,OH,Y,1900
Youngstown State University,Alumni Association,Youngstown,OH,Y,1901
Zeta Beta Tau Fraternity Inc,Other,Indianapolis,IN,Y,1902
"Zeta Beta Tau Fraternity, Inc.",Other,Indianapolis,IN,Y,1903
Zeta Tau Alpha Fraternity,Other,Indianapolis,IN,Y,1904
